star_rating,review_body
0,"This is an unnecessarily slow movie. Forget the politics of what Edward Snowden did and you still have a movie that fails to keep your attention. There is a lot of subtitle reading that also detracts from any sense of immersion. If you want to know about this story, search the web and save yourself 2 hours."
1,Great show love it
1,Well Done.  Acting terrific.
1,FANTASTIC show!!
1,This has been one of my favorite series.
1,"I highly recommend &#34;A Beginnerâ€™s Guide to Happiness: 5 Meditations to Inspire Joy&#34; for novices and experts alike.  Ira offers tools to help those new, as well as those well-versed, in meditation to enhance their practice.  He offers his personal experience, and pulls other amazing stories from those in the community to enhance and inspire each individuals meditation practice in a short period of time."
1,Good
1,Very interesting...there's always a hanger at the end of each episode that keeps you wanting to watch more.
1,"Really FUN Sci Fi experienced from the teenage perspective.  Well done. My teenage daughter, with rather good movie sense loved it!"
1,Read every book.  This show is great!
0,"Slow, boring and hard to follow movie. My husband wanted to stop after 15 minutes but I convinced him to continue as I thought it would get better.  My mistake, would not recommend this movie to anyone unless you are looking for something to put you to sleep. :("
1,"My toddler loves this show.  I would, however, like to see more boy's roles featured.  Too much pink and purple."
1,"Definitely an interesting show! If you like a Sci-Fi and the affect of small community pressures on the human mind, then this is a great pick for you. Give it a couple episodes before you decide, but I'm sure before you know it youll be waiting each week for the latest episode!"
1,I like it.  It is something different.  I really have to sit and listen.  I can't be doing something while it's on.
1,Have only watched one episode so far but will continue watching !
1,"I liked this movie better the second time. The first time I was caught off guard by the 1980s music and dancing, in a science fiction space story. It didn't seem to fit together.<br /><br />But this is a movie with a lot of heart. I love sci fi space opera, and also gentle spoofs of space opera like this movie. If you don't take it seriously it's a fun ride."
1,love the show sorry it is no longer on.
1,Awesome movie!
1,scary
1,Love it!
1,"Quite rude, but very funny."
1,"Special effects were great, especially for a TV series. However, I thought Scott Bakula's acting when downhill in the last few episodes."
1,"Oi, it was grand to see two classes meet over ideas about film and to move through that talk to the high numbers. pure quality."
1,"continue with excellent writing, fast paced"
0,"Would not purchase again.  Love these actors normally, terrible plot!"
1,Any film with Jennifer Lawrence in the leading role automatcally gets three stars. Excellent plot development setting up Mockingjay Pt. 2.
1,"For WW1 or general history devotees, a fascinating account of recent excavations of a portion of the Somme battlefield in search of the largest flame thrower ever deployed."
1,Enjoyed this movie. Unwantme2killhim?  Why it happened in my granddaughter school. Amazon prime customer
1,I can't believe it took me this long to watch this show! It is absolutely addicting.
0,Good...not great.
1,Excellent movie
1,Very well done. Intriguing and mesmerizing
0,Every episode is different.
1,"I grew up watching the original B & W TV series on the BBC and loved it - so obviously did a 80's alternative indie band. I first watched this last year on a transatlantic flight from the UK back to the States. Enjoyed it then....loved it even more in the comfort of my own living room. The scenery is spectacular, the story line  is in keeping with the original but compressed for a single film. The performances are endearing and the denouement is quite gripping. Excellent film for the whole family."
0,Needed less misery and more comedy.
1,"I thought it was good, but it ended too quickly."
1,"Wonderful story line, keeps you into the drama, wondering the next move. Well worth the time! It has a low budget feel to it,, but in a way like just as locked stocked and two smoking barrels did. This is one added to the collection of good films to watch."
0,"Very bad movie. The main &#34;bad guy&#34; was well portrayed as a creepy pedophile, but the story was just not that good."
1,Great fun for my four year old.
1,Great show
1,Great Movie.  A nice change from some children's movies that are all action.  It kept my 5 year old daughter entertained through the whole show.
